entidad,edad_original,edad,sexo,poblacion
Sinaloa,66 Años,66,Mujeres,9809
Sinaloa,67 Años,67,Hombres,8438
Sinaloa,67 Años,67,Mujeres,9121
Sinaloa,68 Años,68,Hombres,9032
Sinaloa,68 Años,68,Mujeres,9874
Sinaloa,69 Años,69,Hombres,7155
Sinaloa,69 Años,69,Mujeres,8133
Sinaloa,70 Años,70,Hombres,8867
Sinaloa,70 Años,70,Mujeres,9563
Sinaloa,71 Años,71,Hombres,5533
Sinaloa,71 Años,71,Mujeres,6010
Sinaloa,72 Años,72,Hombres,7667
Sinaloa,72 Años,72,Mujeres,7934
Sinaloa,73 Años,73,Hombres,6259
Sinaloa,73 Años,73,Mujeres,6679
Sinaloa,74 Años,74,Hombres,5781
Sinaloa,74 Años,74,Mujeres,6384
Sinaloa,75 Años,75,Hombres,5994
Sinaloa,75 Años,75,Mujeres,6301
Sinaloa,76 Años,76,Hombres,5112
Sinaloa,76 Años,76,Mujeres,5218
Sinaloa,77 Años,77,Hombres,4447
Sinaloa,77 Años,77,Mujeres,4779
Sinaloa,78 Años,78,Hombres,4619
Sinaloa,78 Años,78,Mujeres,4815
Sinaloa,79 Años,79,Hombres,3732
Sinaloa,79 Años,79,Mujeres,4034
Sinaloa,80 Años,80,Hombres,4056
Sinaloa,80 Años,80,Mujeres,4520
Sinaloa,81 Años,81,Hombres,2399
Sinaloa,81 Años,81,Mujeres,2677
Sinaloa,82 Años,82,Hombres,2874
Sinaloa,82 Años,82,Mujeres,3312
Sinaloa,83 Años,83,Hombres,2667
Sinaloa,83 Años,83,Mujeres,3126
Sinaloa,84 Años,84,Hombres,2455
Sinaloa,84 Años,84,Mujeres,2871
Sinaloa,85 Años,85,Hombres,1949
Sinaloa,85 Años,85,Mujeres,2331
Sinaloa,86 Años,86,Hombres,1703
Sinaloa,86 Años,86,Mujeres,2072
Sinaloa,87 Años,87,Hombres,1396
Sinaloa,87 Años,87,Mujeres,1731
Sinaloa,88 Años,88,Hombres,1027
Sinaloa,88 Años,88,Mujeres,1356
Sinaloa,89 Años,89,Hombres,966
Sinaloa,89 Años,89,Mujeres,1296
Sinaloa,90 Años,90,Hombres,915
Sinaloa,90 Años,90,Mujeres,1220
Sinaloa,91 Años,91,Hombres,412
Sinaloa,91 Años,91,Mujeres,595
Sinaloa,92 Años,92,Hombres,455
Sinaloa,92 Años,92,Mujeres,682
Sinaloa,93 Años,93,Hombres,385
Sinaloa,93 Años,93,Mujeres,537
Sinaloa,94 Años,94,Hombres,316
Sinaloa,94 Años,94,Mujeres,480
Sinaloa,95 Años,95,Hombres,256
Sinaloa,95 Años,95,Mujeres,368
Sinaloa,96 Años,96,Hombres,202
Sinaloa,96 Años,96,Mujeres,293
Sinaloa,97 Años,97,Hombres,113
Sinaloa,97 Años,97,Mujeres,206
Sinaloa,98 Años,98,Hombres,113
Sinaloa,98 Años,98,Mujeres,168
Sinaloa,99 Años,99,Hombres,85
Sinaloa,99 Años,99,Mujeres,119
Sinaloa,100 años y más,100,Hombres,169
Sinaloa,100 años y más,100,Mujeres,234
Sinaloa,No especificado,NA,Hombres,1108
Sinaloa,No especificado,NA,Mujeres,1117
Sonora,0 Años,0,Hombres,19557
Sonora,0 Años,0,Mujeres,18989
Sonora,1 Año,1,Hombres,20552
Sonora,1 Año,1,Mujeres,19829
Sonora,2 Años,2,Hombres,22946
Sonora,2 Años,2,Mujeres,22421
Sonora,3 Años,3,Hombres,23274
Sonora,3 Años,3,Mujeres,22960
Sonora,4 Años,4,Hombres,24275
Sonora,4 Años,4,Mujeres,23542
Sonora,5 Años,5,Hombres,24890
Sonora,5 Años,5,Mujeres,24191
Sonora,6 Años,6,Hombres,24475
Sonora,6 Años,6,Mujeres,24086
Sonora,7 Años,7,Hombres,25091
Sonora,7 Años,7,Mujeres,24173
Sonora,8 Años,8,Hombres,26060
Sonora,8 Años,8,Mujeres,24970
Sonora,9 Años,9,Hombres,24686
Sonora,9 Años,9,Mujeres,24089
Sonora,10 Años,10,Hombres,26917
Sonora,10 Años,10,Mujeres,25677
Sonora,11 Años,11,Hombres,25175
Sonora,11 Años,11,Mujeres,24472
Sonora,12 Años,12,Hombres,27597
Sonora,12 Años,12,Mujeres,26112
Sonora,13 Años,13,Hombres,26504
Sonora,13 Años,13,Mujeres,25256
Sonora,14 Años,14,Hombres,25998
Sonora,14 Años,14,Mujeres,25083
Sonora,15 Años,15,Hombres,26227
Sonora,15 Años,15,Mujeres,24818
Sonora,16 Años,16,Hombres,24811
Sonora,16 Años,16,Mujeres,23869
Sonora,17 Años,17,Hombres,26655
Sonora,17 Años,17,Mujeres,25947
Sonora,18 Años,18,Hombres,28120
Sonora,18 Años,18,Mujeres,26251
Sonora,19 Años,19,Hombres,24942
Sonora,19 Años,19,Mujeres,24076
Sonora,20 Años,20,Hombres,27359
Sonora,20 Años,20,Mujeres,26675
Sonora,21 Años,21,Hombres,24646
Sonora,21 Años,21,Mujeres,23633
Sonora,22 Años,22,Hombres,25681
Sonora,22 Años,22,Mujeres,24311
Sonora,23 Años,23,Hombres,24334
Sonora,23 Años,23,Mujeres,23465
Sonora,24 Años,24,Hombres,23566
Sonora,24 Años,24,Mujeres,23333
Sonora,25 Años,25,Hombres,24668
Sonora,25 Años,25,Mujeres,24223
Sonora,26 Años,26,Hombres,22512
Sonora,26 Años,26,Mujeres,22855
Sonora,27 Años,27,Hombres,22393
Sonora,27 Años,27,Mujeres,22428
Sonora,28 Años,28,Hombres,23456
Sonora,28 Años,28,Mujeres,23077
Sonora,29 Años,29,Hombres,21123
Sonora,29 Años,29,Mujeres,21161
Sonora,30 Años,30,Hombres,25791
Sonora,30 Años,30,Mujeres,25521
Sonora,31 Años,31,Hombres,18385
Sonora,31 Años,31,Mujeres,18874
Sonora,32 Años,32,Hombres,22142
Sonora,32 Años,32,Mujeres,21974
Sonora,33 Años,33,Hombres,20535
Sonora,33 Años,33,Mujeres,20683
Sonora,34 Años,34,Hombres,20602
Sonora,34 Años,34,Mujeres,20497
Sonora,35 Años,35,Hombres,22133
Sonora,35 Años,35,Mujeres,21992
Sonora,36 Años,36,Hombres,20739
Sonora,36 Años,36,Mujeres,21061
Sonora,37 Años,37,Hombres,19060
Sonora,37 Años,37,Mujeres,19013
Sonora,38 Años,38,Hombres,22346
Sonora,38 Años,38,Mujeres,21557
Sonora,39 Años,39,Hombres,19561
Sonora,39 Años,39,Mujeres,19538
Sonora,40 Años,40,Hombres,24845
Sonora,40 Años,40,Mujeres,24683
Sonora,41 Años,41,Hombres,16338
Sonora,41 Años,41,Mujeres,17023
Sonora,42 Años,42,Hombres,22858
Sonora,42 Años,42,Mujeres,22548
Sonora,43 Años,43,Hombres,19845
Sonora,43 Años,43,Mujeres,19911
Sonora,44 Años,44,Hombres,17691
Sonora,44 Años,44,Mujeres,18153
Sonora,45 Años,45,Hombres,22625
Sonora,45 Años,45,Mujeres,22118
Sonora,46 Años,46,Hombres,18190
Sonora,46 Años,46,Mujeres,18781
Sonora,47 Años,47,Hombres,19056
Sonora,47 Años,47,Mujeres,18565
Sonora,48 Años,48,Hombres,19061
Sonora,48 Años,48,Mujeres,18802
Sonora,49 Años,49,Hombres,17342
Sonora,49 Años,49,Mujeres,17641
Sonora,50 Años,50,Hombres,21733
Sonora,50 Años,50,Mujeres,21931
Sonora,51 Años,51,Hombres,13928
Sonora,51 Años,51,Mujeres,14260
Sonora,52 Años,52,Hombres,17428
Sonora,52 Años,52,Mujeres,17954
Sonora,53 Años,53,Hombres,15566
Sonora,53 Años,53,Mujeres,16146
Sonora,54 Años,54,Hombres,15467
Sonora,54 Años,54,Mujeres,16292
Sonora,55 Años,55,Hombres,15381
Sonora,55 Años,55,Mujeres,16083
Sonora,56 Años,56,Hombres,14634
Sonora,56 Años,56,Mujeres,14857
Sonora,57 Años,57,Hombres,12672
Sonora,57 Años,57,Mujeres,13275
Sonora,58 Años,58,Hombres,13496
Sonora,58 Años,58,Mujeres,13938
Sonora,59 Años,59,Hombres,12624
Sonora,59 Años,59,Mujeres,13504
Sonora,60 Años,60,Hombres,15503
Sonora,60 Años,60,Mujeres,16597
Sonora,61 Años,61,Hombres,9608
Sonora,61 Años,61,Mujeres,10346
Sonora,62 Años,62,Hombres,12195
Sonora,62 Años,62,Mujeres,12918
Sonora,63 Años,63,Hombres,11374
Sonora,63 Años,63,Mujeres,12043
Sonora,64 Años,64,Hombres,10161
Sonora,64 Años,64,Mujeres,10858
Sonora,65 Años,65,Hombres,11345
Sonora,65 Años,65,Mujeres,11810
Sonora,66 Años,66,Hombres,8017
Sonora,66 Años,66,Mujeres,8929
Sonora,67 Años,67,Hombres,7936
Sonora,67 Años,67,Mujeres,8362
Sonora,68 Años,68,Hombres,8385
Sonora,68 Años,68,Mujeres,9140
Sonora,69 Años,69,Hombres,6675
Sonora,69 Años,69,Mujeres,7109
Sonora,70 Años,70,Hombres,7724
Sonora,70 Años,70,Mujeres,8324
Sonora,71 Años,71,Hombres,4792
Sonora,71 Años,71,Mujeres,5414
Sonora,72 Años,72,Hombres,6597
Sonora,72 Años,72,Mujeres,7153
Sonora,73 Años,73,Hombres,5295
Sonora,73 Años,73,Mujeres,5845
Sonora,74 Años,74,Hombres,4978
Sonora,74 Años,74,Mujeres,5760
Sonora,75 Años,75,Hombres,4870
Sonora,75 Años,75,Mujeres,5420
Sonora,76 Años,76,Hombres,4242
Sonora,76 Años,76,Mujeres,4651
Sonora,77 Años,77,Hombres,3523
Sonora,77 Años,77,Mujeres,4025
Sonora,78 Años,78,Hombres,3961
Sonora,78 Años,78,Mujeres,4201
Sonora,79 Años,79,Hombres,3081
Sonora,79 Años,79,Mujeres,3545
Sonora,80 Años,80,Hombres,3418
Sonora,80 Años,80,Mujeres,4073
Sonora,81 Años,81,Hombres,1967
Sonora,81 Años,81,Mujeres,2242
Sonora,82 Años,82,Hombres,2319
Sonora,82 Años,82,Mujeres,2858
Sonora,83 Años,83,Hombres,2106
Sonora,83 Años,83,Mujeres,2708
Sonora,84 Años,84,Hombres,2029
Sonora,84 Años,84,Mujeres,2424
Sonora,85 Años,85,Hombres,1632
Sonora,85 Años,85,Mujeres,2087
Sonora,86 Años,86,Hombres,1365
Sonora,86 Años,86,Mujeres,1744
Sonora,87 Años,87,Hombres,1083
Sonora,87 Años,87,Mujeres,1498
Sonora,88 Años,88,Hombres,872
Sonora,88 Años,88,Mujeres,1166
Sonora,89 Años,89,Hombres,745
Sonora,89 Años,89,Mujeres,1011
Sonora,90 Años,90,Hombres,696
Sonora,90 Años,90,Mujeres,996
Sonora,91 Años,91,Hombres,350
Sonora,91 Años,91,Mujeres,508
Sonora,92 Años,92,Hombres,340
Sonora,92 Años,92,Mujeres,549
Sonora,93 Años,93,Hombres,255
Sonora,93 Años,93,Mujeres,446
Sonora,94 Años,94,Hombres,208
Sonora,94 Años,94,Mujeres,379
Sonora,95 Años,95,Hombres,152
Sonora,95 Años,95,Mujeres,297
Sonora,96 Años,96,Hombres,124
Sonora,96 Años,96,Mujeres,219
Sonora,97 Años,97,Hombres,101
Sonora,97 Años,97,Mujeres,135
Sonora,98 Años,98,Hombres,99
Sonora,98 Años,98,Mujeres,136
Sonora,99 Años,99,Hombres,63
Sonora,99 Años,99,Mujeres,95
Sonora,100 años y más,100,Hombres,83
Sonora,100 años y más,100,Mujeres,114
Sonora,No especificado,NA,Hombres,1364
Sonora,No especificado,NA,Mujeres,1361
Tabasco,0 Años,0,Hombres,19533
Tabasco,0 Años,0,Mujeres,19145
Tabasco,1 Año,1,Hombres,19735
Tabasco,1 Año,1,Mujeres,19314
Tabasco,2 Años,2,Hombres,20657
Tabasco,2 Años,2,Mujeres,19955
Tabasco,3 Años,3,Hombres,21653
Tabasco,3 Años,3,Mujeres,21433
Tabasco,4 Años,4,Hombres,23091
Tabasco,4 Años,4,Mujeres,22361
Tabasco,5 Años,5,Hombres,22794
Tabasco,5 Años,5,Mujeres,21942
Tabasco,6 Años,6,Hombres,22118
Tabasco,6 Años,6,Mujeres,21811
Tabasco,7 Años,7,Hombres,22794
Tabasco,7 Años,7,Mujeres,22461
Tabasco,8 Años,8,Hombres,23647
Tabasco,8 Años,8,Mujeres,22404
Tabasco,9 Años,9,Hombres,22353
Tabasco,9 Años,9,Mujeres,21734
Tabasco,10 Años,10,Hombres,23925
Tabasco,10 Años,10,Mujeres,22862
Tabasco,11 Años,11,Hombres,22093
Tabasco,11 Años,11,Mujeres,21003
Tabasco,12 Años,12,Hombres,23125
Tabasco,12 Años,12,Mujeres,22205
Tabasco,13 Años,13,Hombres,22205
Tabasco,13 Años,13,Mujeres,21500
Tabasco,14 Años,14,Hombres,22144
Tabasco,14 Años,14,Mujeres,21636
Tabasco,15 Años,15,Hombres,22066
Tabasco,15 Años,15,Mujeres,21532
Tabasco,16 Años,16,Hombres,20327
Tabasco,16 Años,16,Mujeres,20212
Tabasco,17 Años,17,Hombres,22259
Tabasco,17 Años,17,Mujeres,21490
Tabasco,18 Años,18,Hombres,22209
Tabasco,18 Años,18,Mujeres,21165
Tabasco,19 Años,19,Hombres,18428
Tabasco,19 Años,19,Mujeres,18972
Tabasco,20 Años,20,Hombres,20176
Tabasco,20 Años,20,Mujeres,21377
Tabasco,21 Años,21,Hombres,16560
Tabasco,21 Años,21,Mujeres,17131
Tabasco,22 Años,22,Hombres,19253
Tabasco,22 Años,22,Mujeres,19713
Tabasco,23 Años,23,Hombres,18178
Tabasco,23 Años,23,Mujeres,19320
Tabasco,24 Años,24,Hombres,17758
Tabasco,24 Años,24,Mujeres,19089
Tabasco,25 Años,25,Hombres,18460
Tabasco,25 Años,25,Mujeres,20105
Tabasco,26 Años,26,Hombres,16537
Tabasco,26 Años,26,Mujeres,18647
Tabasco,27 Años,27,Hombres,16952
Tabasco,27 Años,27,Mujeres,19034
Tabasco,28 Años,28,Hombres,17281
Tabasco,28 Años,28,Mujeres,18738
Tabasco,29 Años,29,Hombres,16195
Tabasco,29 Años,29,Mujeres,18375
Tabasco,30 Años,30,Hombres,21447
Tabasco,30 Años,30,Mujeres,22736
Tabasco,31 Años,31,Hombres,13264
Tabasco,31 Años,31,Mujeres,15664
Tabasco,32 Años,32,Hombres,17985
Tabasco,32 Años,32,Mujeres,20422
Tabasco,33 Años,33,Hombres,16492
Tabasco,33 Años,33,Mujeres,18843
Tabasco,34 Años,34,Hombres,16479
Tabasco,34 Años,34,Mujeres,18095
Tabasco,35 Años,35,Hombres,18607
Tabasco,35 Años,35,Mujeres,20754
Tabasco,36 Años,36,Hombres,16691
Tabasco,36 Años,36,Mujeres,19368
Tabasco,37 Años,37,Hombres,14839
Tabasco,37 Años,37,Mujeres,16808
Tabasco,38 Años,38,Hombres,18570
Tabasco,38 Años,38,Mujeres,20490
Tabasco,39 Años,39,Hombres,15524
Tabasco,39 Años,39,Mujeres,17825
Tabasco,40 Años,40,Hombres,20986
Tabasco,40 Años,40,Mujeres,23178
Tabasco,41 Años,41,Hombres,11672
Tabasco,41 Años,41,Mujeres,13616
Tabasco,42 Años,42,Hombres,18359
Tabasco,42 Años,42,Mujeres,20151
Tabasco,43 Años,43,Hombres,15081
Tabasco,43 Años,43,Mujeres,16838
Tabasco,44 Años,44,Hombres,13025
Tabasco,44 Años,44,Mujeres,14696
Tabasco,45 Años,45,Hombres,16550
Tabasco,45 Años,45,Mujeres,18011
Tabasco,46 Años,46,Hombres,13193
Tabasco,46 Años,46,Mujeres,14595
Tabasco,47 Años,47,Hombres,13099
Tabasco,47 Años,47,Mujeres,14519
Tabasco,48 Años,48,Hombres,14697
Tabasco,48 Años,48,Mujeres,15664
Tabasco,49 Años,49,Hombres,12685
Tabasco,49 Años,49,Mujeres,14285
Tabasco,50 Años,50,Hombres,16787
Tabasco,50 Años,50,Mujeres,17993
Tabasco,51 Años,51,Hombres,9320
Tabasco,51 Años,51,Mujeres,10343
Tabasco,52 Años,52,Hombres,13352
Tabasco,52 Años,52,Mujeres,14138
Tabasco,53 Años,53,Hombres,11614
Tabasco,53 Años,53,Mujeres,12425
Tabasco,54 Años,54,Hombres,11769
Tabasco,54 Años,54,Mujeres,12834
Tabasco,55 Años,55,Hombres,11905
Tabasco,55 Años,55,Mujeres,12770
Tabasco,56 Años,56,Hombres,11698
Tabasco,56 Años,56,Mujeres,11845
Tabasco,57 Años,57,Hombres,9128
Tabasco,57 Años,57,Mujeres,9753
Tabasco,58 Años,58,Hombres,10176
Tabasco,58 Años,58,Mujeres,10693
Tabasco,59 Años,59,Hombres,8999
Tabasco,59 Años,59,Mujeres,9680
Tabasco,60 Años,60,Hombres,11974
Tabasco,60 Años,60,Mujeres,12184
Tabasco,61 Años,61,Hombres,6194
Tabasco,61 Años,61,Mujeres,6573
Tabasco,62 Años,62,Hombres,7924
Tabasco,62 Años,62,Mujeres,8492
Tabasco,63 Años,63,Hombres,7908
Tabasco,63 Años,63,Mujeres,8347
Tabasco,64 Años,64,Hombres,7416
Tabasco,64 Años,64,Mujeres,7874
Tabasco,65 Años,65,Hombres,8676
Tabasco,65 Años,65,Mujeres,8842
Tabasco,66 Años,66,Hombres,5697
Tabasco,66 Años,66,Mujeres,6083
Tabasco,67 Años,67,Hombres,5890
Tabasco,67 Años,67,Mujeres,6131
Tabasco,68 Años,68,Hombres,6843
Tabasco,68 Años,68,Mujeres,7477
Tabasco,69 Años,69,Hombres,4476
Tabasco,69 Años,69,Mujeres,4694
Tabasco,70 Años,70,Hombres,5740
Tabasco,70 Años,70,Mujeres,6337
Tabasco,71 Años,71,Hombres,3024
Tabasco,71 Años,71,Mujeres,3108
Tabasco,72 Años,72,Hombres,4465
Tabasco,72 Años,72,Mujeres,4602
Tabasco,73 Años,73,Hombres,3642
Tabasco,73 Años,73,Mujeres,3869
Tabasco,74 Años,74,Hombres,3450
Tabasco,74 Años,74,Mujeres,3608
Tabasco,75 Años,75,Hombres,3703
Tabasco,75 Años,75,Mujeres,3875
Tabasco,76 Años,76,Hombres,2844
Tabasco,76 Años,76,Mujeres,3098
Tabasco,77 Años,77,Hombres,2357
Tabasco,77 Años,77,Mujeres,2598
Tabasco,78 Años,78,Hombres,3193
Tabasco,78 Años,78,Mujeres,3256
Tabasco,79 Años,79,Hombres,2272
Tabasco,79 Años,79,Mujeres,2325
Tabasco,80 Años,80,Hombres,2911
Tabasco,80 Años,80,Mujeres,3054
Tabasco,81 Años,81,Hombres,1361
Tabasco,81 Años,81,Mujeres,1356
Tabasco,82 Años,82,Hombres,1710
Tabasco,82 Años,82,Mujeres,1824
Tabasco,83 Años,83,Hombres,1485
Tabasco,83 Años,83,Mujeres,1714
Tabasco,84 Años,84,Hombres,1485
Tabasco,84 Años,84,Mujeres,1774
Tabasco,85 Años,85,Hombres,1433
Tabasco,85 Años,85,Mujeres,1759
Tabasco,86 Años,86,Hombres,1221
Tabasco,86 Años,86,Mujeres,1384
Tabasco,87 Años,87,Hombres,1003
Tabasco,87 Años,87,Mujeres,1092
Tabasco,88 Años,88,Hombres,869
Tabasco,88 Años,88,Mujeres,971
Tabasco,89 Años,89,Hombres,736
Tabasco,89 Años,89,Mujeres,847
Tabasco,90 Años,90,Hombres,718
Tabasco,90 Años,90,Mujeres,910
Tabasco,91 Años,91,Hombres,276
Tabasco,91 Años,91,Mujeres,345
Tabasco,92 Años,92,Hombres,409
Tabasco,92 Años,92,Mujeres,403
Tabasco,93 Años,93,Hombres,305
Tabasco,93 Años,93,Mujeres,360
Tabasco,94 Años,94,Hombres,249
Tabasco,94 Años,94,Mujeres,362
Tabasco,95 Años,95,Hombres,217
Tabasco,95 Años,95,Mujeres,291
Tabasco,96 Años,96,Hombres,159
Tabasco,96 Años,96,Mujeres,202
Tabasco,97 Años,97,Hombres,112
Tabasco,97 Años,97,Mujeres,151
Tabasco,98 Años,98,Hombres,122
Tabasco,98 Años,98,Mujeres,192
Tabasco,99 Años,99,Hombres,87
Tabasco,99 Años,99,Mujeres,144
Tabasco,100 años y más,100,Hombres,184
Tabasco,100 años y más,100,Mujeres,277
Tabasco,No especificado,NA,Hombres,432
Tabasco,No especificado,NA,Mujeres,444
Tamaulipas,0 Años,0,Hombres,25055
Tamaulipas,0 Años,0,Mujeres,24241
Tamaulipas,1 Año,1,Hombres,25746
Tamaulipas,1 Año,1,Mujeres,24893
Tamaulipas,2 Años,2,Hombres,27712
Tamaulipas,2 Años,2,Mujeres,27311
Tamaulipas,3 Años,3,Hombres,28747
Tamaulipas,3 Años,3,Mujeres,28702
Tamaulipas,4 Años,4,Hombres,29916
Tamaulipas,4 Años,4,Mujeres,29017
Tamaulipas,5 Años,5,Hombres,29997
Tamaulipas,5 Años,5,Mujeres,29394
Tamaulipas,6 Años,6,Hombres,29005
Tamaulipas,6 Años,6,Mujeres,28050
Tamaulipas,7 Años,7,Hombres,29666
Tamaulipas,7 Años,7,Mujeres,28601
Tamaulipas,8 Años,8,Hombres,31016
Tamaulipas,8 Años,8,Mujeres,29865
Tamaulipas,9 Años,9,Hombres,29631
Tamaulipas,9 Años,9,Mujeres,29119
Tamaulipas,10 Años,10,Hombres,33064
Tamaulipas,10 Años,10,Mujeres,31579
Tamaulipas,11 Años,11,Hombres,30231
Tamaulipas,11 Años,11,Mujeres,29231
Tamaulipas,12 Años,12,Hombres,32647
Tamaulipas,12 Años,12,Mujeres,30675
Tamaulipas,13 Años,13,Hombres,30068
Tamaulipas,13 Años,13,Mujeres,29172
Tamaulipas,14 Años,14,Hombres,29856
Tamaulipas,14 Años,14,Mujeres,29330
Tamaulipas,15 Años,15,Hombres,30259
Tamaulipas,15 Años,15,Mujeres,29463
Tamaulipas,16 Años,16,Hombres,28707
Tamaulipas,16 Años,16,Mujeres,27963
Tamaulipas,17 Años,17,Hombres,30198
Tamaulipas,17 Años,17,Mujeres,28793
Tamaulipas,18 Años,18,Hombres,32094
Tamaulipas,18 Años,18,Mujeres,31241
Tamaulipas,19 Años,19,Hombres,27977
Tamaulipas,19 Años,19,Mujeres,28255
Tamaulipas,20 Años,20,Hombres,31476
Tamaulipas,20 Años,20,Mujeres,31735
Tamaulipas,21 Años,21,Hombres,27395
Tamaulipas,21 Años,21,Mujeres,26783
Tamaulipas,22 Años,22,Hombres,28491
Tamaulipas,22 Años,22,Mujeres,28204
Tamaulipas,23 Años,23,Hombres,27561
Tamaulipas,23 Años,23,Mujeres,27818
Tamaulipas,24 Años,24,Hombres,27194
Tamaulipas,24 Años,24,Mujeres,27407
Tamaulipas,25 Años,25,Hombres,28843
Tamaulipas,25 Años,25,Mujeres,29878
Tamaulipas,26 Años,26,Hombres,25814
Tamaulipas,26 Años,26,Mujeres,27428
Tamaulipas,27 Años,27,Hombres,25393
Tamaulipas,27 Años,27,Mujeres,26374
Tamaulipas,28 Años,28,Hombres,26875
Tamaulipas,28 Años,28,Mujeres,27230
Tamaulipas,29 Años,29,Hombres,24168
Tamaulipas,29 Años,29,Mujeres,25258
Tamaulipas,30 Años,30,Hombres,30928
Tamaulipas,30 Años,30,Mujeres,31813
Tamaulipas,31 Años,31,Hombres,20467
Tamaulipas,31 Años,31,Mujeres,22080
Tamaulipas,32 Años,32,Hombres,26825
Tamaulipas,32 Años,32,Mujeres,28042
Tamaulipas,33 Años,33,Hombres,23602
Tamaulipas,33 Años,33,Mujeres,25185
Tamaulipas,34 Años,34,Hombres,23466
Tamaulipas,34 Años,34,Mujeres,24437
Tamaulipas,35 Años,35,Hombres,27619
Tamaulipas,35 Años,35,Mujeres,28442
Tamaulipas,36 Años,36,Hombres,25273
Tamaulipas,36 Años,36,Mujeres,26999
Tamaulipas,37 Años,37,Hombres,22329
Tamaulipas,37 Años,37,Mujeres,23829
Tamaulipas,38 Años,38,Hombres,26604
Tamaulipas,38 Años,38,Mujeres,27867
Tamaulipas,39 Años,39,Hombres,23436
Tamaulipas,39 Años,39,Mujeres,24822
Tamaulipas,40 Años,40,Hombres,30660
Tamaulipas,40 Años,40,Mujeres,31910
Tamaulipas,41 Años,41,Hombres,19139
Tamaulipas,41 Años,41,Mujeres,20442
Tamaulipas,42 Años,42,Hombres,27516
Tamaulipas,42 Años,42,Mujeres,28875
Tamaulipas,43 Años,43,Hombres,23160
Tamaulipas,43 Años,43,Mujeres,24785
Tamaulipas,44 Años,44,Hombres,20164
Tamaulipas,44 Años,44,Mujeres,21986
Tamaulipas,45 Años,45,Hombres,27756
Tamaulipas,45 Años,45,Mujeres,28170
Tamaulipas,46 Años,46,Hombres,21667
Tamaulipas,46 Años,46,Mujeres,23032
Tamaulipas,47 Años,47,Hombres,21907
Tamaulipas,47 Años,47,Mujeres,23285
Tamaulipas,48 Años,48,Hombres,22806
Tamaulipas,48 Años,48,Mujeres,23984
Tamaulipas,49 Años,49,Hombres,21362
Tamaulipas,49 Años,49,Mujeres,22233
Tamaulipas,50 Años,50,Hombres,27016
Tamaulipas,50 Años,50,Mujeres,28269
Tamaulipas,51 Años,51,Hombres,16472
Tamaulipas,51 Años,51,Mujeres,17702
Tamaulipas,52 Años,52,Hombres,21828
Tamaulipas,52 Años,52,Mujeres,22803
Tamaulipas,53 Años,53,Hombres,18793
Tamaulipas,53 Años,53,Mujeres,19989
Tamaulipas,54 Años,54,Hombres,18432
Tamaulipas,54 Años,54,Mujeres,20090
Tamaulipas,55 Años,55,Hombres,18602
Tamaulipas,55 Años,55,Mujeres,20016
Tamaulipas,56 Años,56,Hombres,17683
Tamaulipas,56 Años,56,Mujeres,18278
Tamaulipas,57 Años,57,Hombres,14390
Tamaulipas,57 Años,57,Mujeres,15606
Tamaulipas,58 Años,58,Hombres,15687
Tamaulipas,58 Años,58,Mujeres,16961
Tamaulipas,59 Años,59,Hombres,14814
Tamaulipas,59 Años,59,Mujeres,15707
Tamaulipas,60 Años,60,Hombres,18340
Tamaulipas,60 Años,60,Mujeres,20051
Tamaulipas,61 Años,61,Hombres,10545
Tamaulipas,61 Años,61,Mujeres,11781
Tamaulipas,62 Años,62,Hombres,13777
Tamaulipas,62 Años,62,Mujeres,15149
Tamaulipas,63 Años,63,Hombres,12637
Tamaulipas,63 Años,63,Mujeres,13612
Tamaulipas,64 Años,64,Hombres,11476
Tamaulipas,64 Años,64,Mujeres,12532
Tamaulipas,65 Años,65,Hombres,12693
Tamaulipas,65 Años,65,Mujeres,13776
Tamaulipas,66 Años,66,Hombres,8922
Tamaulipas,66 Años,66,Mujeres,10090
Tamaulipas,67 Años,67,Hombres,8676
Tamaulipas,67 Años,67,Mujeres,9601
Tamaulipas,68 Años,68,Hombres,9721
Tamaulipas,68 Años,68,Mujeres,10978
Tamaulipas,69 Años,69,Hombres,7508
Tamaulipas,69 Años,69,Mujeres,8368
Tamaulipas,70 Años,70,Hombres,8843
Tamaulipas,70 Años,70,Mujeres,10251
Tamaulipas,71 Años,71,Hombres,5623
Tamaulipas,71 Años,71,Mujeres,6504
Tamaulipas,72 Años,72,Hombres,7480
Tamaulipas,72 Años,72,Mujeres,8697
Tamaulipas,73 Años,73,Hombres,6318
Tamaulipas,73 Años,73,Mujeres,7322
Tamaulipas,74 Años,74,Hombres,5691
Tamaulipas,74 Años,74,Mujeres,6887
Tamaulipas,75 Años,75,Hombres,5953
Tamaulipas,75 Años,75,Mujeres,7005
Tamaulipas,76 Años,76,Hombres,4850
Tamaulipas,76 Años,76,Mujeres,5720
Tamaulipas,77 Años,77,Hombres,4216
Tamaulipas,77 Años,77,Mujeres,5035
Tamaulipas,78 Años,78,Hombres,4720
Tamaulipas,78 Años,78,Mujeres,5229
Tamaulipas,79 Años,79,Hombres,3826
Tamaulipas,79 Años,79,Mujeres,4439
Tamaulipas,80 Años,80,Hombres,4331
Tamaulipas,80 Años,80,Mujeres,5369
Tamaulipas,81 Años,81,Hombres,2464
Tamaulipas,81 Años,81,Mujeres,3067
